qid,label,description
Q39277333,Noninvasive Electroretinography Assessment of Intravitreal Sustained-Release Methotrexate Microimplants in Rabbit Eyes.,
Q90485411,Methotrexate and Curcumin co-encapsulated PLGA nanoparticles as a potential breast cancer therapeutic system: In vitro and in vivo evaluation,
Q52871859,A clinical and biochemical assessment of methotrexate in rheumatoid arthritis.,
Q46204434,Evaluation of unfolded-partial least-squares coupled to residual trilinearization for four-way calibration of folic acid and methotrexate in human serum samples.,
Q49207125,[Treatment of ectopic pregnancy by transvaginal ultrasonography-guided puncture and local application of methotrexate],
Q85336103,Methotrexate and injectable tumor necrosis factor-α inhibitor adherence and persistence in children with rheumatic diseases,
Q46560706,"[A case of iatrogenic immunodeficiency-associated lymphoproliferative disease in a patient treated with methotrexate for rheumatoid arthritis for 9 consecutive years, which Showed natural remission after discontinuation of MTX therapy].",
Q53637362,Methotrexate and Cytarabine-Loaded Nanocarriers for Multidrug Cancer Therapy. Spectroscopic Study.,
Q97530750,Beyond Methotrexate and Biologics in RA - Efficacy of JAK Inhibitors and their Place in the Current Treatment Armamentarium,
Q92866980,The value of an initial drop in human Chorionic gonadotropin levels in predicting a response to methotrexate in women with low-risk gestational trophoblastic neoplasia,
Q91921011,Factors that may influence the choice for initiating apremilast or methotrexate treatment for psoriasis in real-world clinical setting,
Q44676529,Orbital myositis in a patient with primary biliary cirrhosis: successful treatment with methotrexate and corticosteroids.,
Q96954627,"Polymorphisms of SLC19A1 80 G>A, MTHFR 677 C>T, and Tandem TS Repeats Influence Pharmacokinetics, Acute Liver Toxicity, and Vomiting in Children With Acute Lymphoblastic Leukemia Treated With High Doses of Methotrexate",
Q44904114,Hazards of prolonged low-dose methotrexate therapy.,
Q41921544,Methotrexate as a preferential cyclooxygenase 2 inhibitor in whole blood of patients with rheumatoid arthritis.,
Q53722709,Cervical pregnancy after in vitro fertilization and embryo transfer successfully treated with methotrexate and intracervical injection of vasopressin.,
Q72722891,Cell-cycle-stage specificity of the methotrexate block as resolved by X-ray-induced chromosome damage,
Q48213724,Safety and pharmacokinetic analysis of methotrexate administered directly into the fourth ventricle in a piglet model.,
Q88238454,[Renal toxicity of high-dose methotrexate],
Q36075433,Oral Maintenance Chemotherapy with 6-Mercaptopurine and Methotrexate in Patients with Acute Myeloid Leukemia Ineligible for Transplantation,
Q44957671,"Etoposide, ifosfamide, and methotrexate combination chemotherapy for aggressive non-Hodgkin's lymphomas after failure of the LNH 84 regimen.",
Q41646822,Discontinuation of methotrexate treatment in juvenile rheumatoid arthritis.,
Q48114403,Clinical and radiological responses to oral methotrexate alone or in combination with other agents in Erdheim-Chester disease.,
Q45231373,The effect of methotrexate and glucocorticosteroids on apoptosis of phythemaglutinin-stimulated mononuclear cells from peripheral blood.,
Q47959540,Anticancer medicines (Doxorubicin and methotrexate) conjugated with magnetic nanoparticles for targeting drug delivery through iron.,
Q96950855,Methotrexate: what are the true risks of treatment?,
Q43860084,Remobilization of hematopoietic stem cells with high-dose methotrexate and cytarabine in patients with non-Hodgkin's lymphoma and multiple myeloma after failure to mobilize with chemotherapy and cytokines.,
Q73942945,Evidence for negative feedback of extracellular methotrexate on blasts of acute lymphoblastic leukemia in vitro,
Q40948951,"Clinical efficacy, radiographic progression, and safety through 156 weeks of therapy with subcutaneous golimumab in combination with methotrexate in Japanese patients with active rheumatoid arthritis despite prior methotrexate therapy: final results",
Q91079790,Development and validation of stability indicating reversed-phase liquid chromatographic method for simultaneous quantification of methotrexate and teriflunomide in nanoparticles and marketed formulation,
Q81535088,[Two cases of urothelial cancer responsive to high-dose-intensity methotrexate vinblastine doxorubicin and cisplatin (M-VAC) therapy],
Q41635912,Perioperative use of methotrexate in patients with rheumatoid arthritis undergoing orthopedic surgery.,
Q41930955,Accelerated nodulosis during methotrexate therapy for juvenile rheumatoid arthritis.,
Q84444094,Prolonged survival of neoplastic meningitis from breast cancer with letrozole and intrathecal methotrexate: a case report,
Q41570847,A rapid enzymatic assay for methotrexate in serum.,
Q40779569,Phase II study of adriamycin with sequential methotrexate and 5-fluorouracil (AMF) in gastric carcinoma.,
Q44862814,"Intrahepatic arterial administration of low-dose methotrexate in patients with severe hepatic graft-versus-host disease: an open-label, uncontrolled trial.",
Q100697380,[Acute interstitial pneumonia in a patient treated with methotrexate: Late-onset with neutrophilia and eosinophilia in bronchoalveolar lavage fluid],
Q46376552,Treatment of rheumatoid arthritis with methotrexate in Congolese patients.,
Q40307173,Uterine artery embolization combined with curettage vs. methotrexate plus curettage for cesarean scar pregnancy.,
Q54342199,[Treatment of gestational trophoblastic neoplasms with methotrexate and citrovorum factor rescue: analysis of 43 cases],
Q48793854,[Cost effectiveness of methotrexate treatment of ectopic pregnancy],
Q79440905,Reduced elimination of Methotrexate in an adult with trisomy 21 and acute lymphoblastic leukaemia,
Q83140720,Long-term control of recalcitrant psoriasis with combination infliximab and methotrexate,
Q28341243,Acute cerebral oedema induced by methotrexate,
Q42706595,Methotrexate versus cyclophosphamide for remission maintenance in ANCA-associated vasculitis: A randomised trial.,
Q48243609,Massive myelinolytic leukoencephalopathy in a patient medicated with low-dose oral methotrexate for rheumatoid arthritis: an autopsy report.,
Q44527223,Therapeutic consequences of antitumour drug interactions: methotrexate and 5-fluorouracil in the chemotherapy of C3H mice with transplanted mammary adenocarcinoma.,
Q40667776,[Untoward effects of low dose methotrexate therapy in rheumatoid arthritis].,
Q97592446,Anagen Effluvium after Methotrexate: An Idiosyncratic Reaction,
Q42574565,Transabdominal intralesional injection of Methotrexate in two angular live ectopic pregnancies.,
Q57752319,"OP0289 A Prospective, Randomized, Open-Label, Assessor-Blind, Multicenter Study of Efficacy and Safety of Combined Treatment of Methotrexate + Glucocorticoids versus Glucocorticoids Alone in Patients with Polymyositis and Dermatomyositis (Prometheu",
Q43506626,[Methotrexate in Psoriasis vulgaris],
Q43571852,Cross resistance to esters of methotrexate in a doxorubicin-resistant subline of P388 murine leukemia.,
Q95628611,Part II. High-dose methotrexate with leucovorin rescue for severe COVID-19: An immune stabilization strategy for SARS-CoV-2 induced ‘PANIC’ attack,
Q45077983,Inhibition of sugar uptake by methotrexate in cultured Ehrlich ascites carcinoma cells.,
Q41880428,Methotrexate treatment of chronic cholestatic liver diseases: friend or foe?,
Q40538190,Fever as a risk factor causing delayed elimination of methotrexate in pediatric patients receiving high doses of cancer chemotherapy.,
Q50895550,"Methyl-GAG, ifosfamide, methotrexate and etoposide (MIME) as salvage therapy for Hodgkin's disease: a prospective study.",
Q44176099,Methotrexate: vital new information about a middle aged drug.,
Q96766217,Folinic acid alleviates side effects of methotrexate in arthritis patients with side effects despite folic acid supplementation: an observational cohort study,
Q96116790,"A preliminary prospective non-randomized controlled trial to compare the efficacy of subcutaneous etanercept versus oral methotrexate in moderate-to-severe chronic plaque psoriasis and correlation of response with T helper (th) 1, th2, th17 and T re",
Q41037004,Biodegradable chitosan and polylactic acid-based intraocular micro-implant for sustained release of methotrexate into vitreous: analysis of pharmacokinetics and toxicity in rabbit eyes.,
Q71069392,Management of low-risk gestational trophoblastic tumors with etoposide (VP16) in patients resistant to methotrexate,
Q92020492,Auxiliary in vitro and in vivo biological evaluation of hydrogen peroxide sensitive prodrugs of methotrexate and aminopterin for the treatment of rheumatoid arthritis,
Q44176720,High-pressure liquid chromatographic analysis of methotrexate in presence of its degradation products.,
Q69829923,"[Adriamycin, cyclophosphamide, vincristine and methotrexate combination chemotherapy of small cell lung cancer]",
Q90959618,Methotrexate as an Adjuvant in Severe Thyroid Eye Disease: Does It Really Work as a Steroid-Sparing Agent?,
Q44597630,The effect of cytostatic therapy with cyclophosphamide alone or in combination with methotrexate on the phytohaemagglutinin lymphocyte culture and on the immunoglobulins.,
Q43813520,Methotrexate in giant-cell arteritis.,
Q59845151,Prophylactic and therapeutic activity of alkaline phosphatase in arthritic rats: single-agent effects of alkaline phosphatase and synergistic effects in combination with methotrexate,
Q36866229,"Dose dense cyclophosphamide, methotrexate, fluorouracil is feasible at 14-day intervals: a pilot study of every-14-day dosing as adjuvant therapy for breast cancer.",
Q66701882,Radiolabelled methotrexate: a warning,
Q91058822,Systemic high-dose intravenous methotrexate in patients with central nervous system metastatic breast cancer,
Q88462398,Evaluation of the Novel Methotrexate Architect Chemiluminescent Immunoassay: Clinical Impact on Pharmacokinetic Monitoring,
Q52327882,Dosage adjustment of high-dose methotrexate using Bayesian estimation: a comparative study of two different concentrations at the end of 8-h infusions.,
Q54986393,Loeffler's Syndrome Secondary to Hyperinfection by Strongyloides stercoralis Associated with Methotrexate in a Patient with Rheumatoid Arthritis.,
Q98202455,In Silico Study Identified Methotrexate Analog as Potential Inhibitor of Drug Resistant Human Dihydrofolate Reductase for Cancer Therapeutics,
Q49379386,Response to eLetter: 'Discussion of methotrexate dosage' by Maguire et al.,
Q97528878,"Intravitreal Injections of Bevacizumab Plus Methotrexate versus Bevacizumab Alone for the Treatment of Diabetic Macular Edema: A Randomized, Sham-Controlled Trial",
